tag	en	fr	pt	es	id	ru	zh
assignSection.noRestriction	No Restriction	Aucune restriction	Sem restrições	Sin Restricción	Tidak Ada Batas	Без ограничений	无限制
peer.noSpecialPermission	No special permission	Pas d'autorisation spéciale	Sem permissão especial	Sin permiso especial	Tidak ada izin khusus	Без специального разрешения	没有特殊权限
consultantCheck.noTranscription	No Transcription Available	Pas de transcription disponible	Não há transcrição disponível	No hay transcripción disponible	Belum Ada Transkripsi	Транскрипция недоступна	没有可用听写本
transcriber.noAsrTranscription	No transcription!	Pas de transcription !	Não há transcrição!	No hay transcripción	Tidak ada transkripsi!	Нет транскрипции!	无转录！
shared.noiseRemovalFailed	Noise Removal Failed	Échec de l'élimination du bruit	Falha na remoção de ruído	Eliminación de ruido fallida	Gagal menghilangkan kebisingan	Устранение шума не удалось	噪音消除失败
mediaTab.none	None	Aucun	Nenhum	Ninguna	Tidak satupun	Нет	无
community.none	none	aucun	nenhum	ninguno	tidak ada	нет	无
control.normal	Normal	control.normal Normal	Normal	Normal	Biasa	Нормальный	正常
wsAudioPlayer.normalize	Normalize	Normaliser	Normalize	Normalizar	Normalisasi	Нормализация	标准化
voice.stNotGiven	not given	ne sont pas indiquées	não informado	no indicado	tidak diberikan	не указан	不提供
passageDetailArtifacts.noteResource	Note	Note	Nota	Nota	Catatan	Нота	注意事项
passageType.NOTE	Note	Remarque	Observação	Nota	Catatan	Примечание	备注
planActions.noteDetails	Note Details	Détails de la note	Detalhes da nota	Detalles de la nota	Rincian Catatan	Детали заметки	笔记详细信息
passageDetailArtifacts.notes	Notes	Notes	Notas	Notas	Catatan	Примечания	注释
shared.observer	Observer	Observateur	Observador	Observador	Pengamat	Наблюдатель	观察员
cards.offline	Offline	Hors ligne	Offline	Fuera de línea	Offline	Офлайн	离线
cards.offlineAvail	Offline Available	Disponible hors ligne	Disponível Offline	Disponible sin conexión	Tersedia Tanpa Koneksi Internet	Доступные офлайн	离线可用
access.offlineUsers	Offline Users	Utilisateurs hors ligne	Usuários Offline	Usuarios sin conexión	Pengguna Offline	Пользователи в автономном режиме	离线用户
stepEditor.oneHidden	One step hidden	Une étape cachée	Uma etapa oculta	Un paso oculto	Satu langkah tersembunyi	Один шаг скрыт	隐藏一个步骤了
integration.onestory	One Story	Une Histoire	Uma História	Una historia	One Story	Одна история	一个故事
discussionCard.onlyAdmin	Only Admins	Seulement les administrateurs	Apenas administradores	Sólo administradores	Hanya Admin	Только администраторы	仅限管理员
main.oops	Oops!	Oups !	Ops!	¡Ups!	Aduh!	Упс!	哎呀
audacityManager.open	Open	Ouvrir	Abrir	Abrir	Buka	Открыть	打开
transcribe.openTranscriber	Open Transcriber	Transcripteur ouvert	Abrir o Transcriber	Abrir transcriptor	Buka Transcriber	Открыть транскриптор	打开听写本
discussionCard.or	or	ou	ou	o	atau	или	或者
cards.draft	Oral Drafting	Ébauche orale	Rascunho Oral	Redacción oral	Perekaman naskah awal	Устный черновик	口头起稿
findResource.oralVersion	oral-version	version orale	versão oral	versión oral	versi-lisan	устный перевод	口译
vProject.other	Other	Autre	Outro	Otros	Lain	Другое	其他
access.availableUsers	Other Users	Autres utilisateurs	Outros usuários	Otros usuarios	Pengguna Lain	Другие пользователи	其他用户
resource.overview	Overview	Vue d'ensemble	Visão geral	Visión general	Tinjauan	Обзор	概要
findResource.passage	Passage	Passage	Passagem	Pasaje	Bagian	Пассаж	段落
mediaTab.passageAttached	Passage already attached	Passage déjà attaché	Passagem já anexada	Pasaje ya adjuntado	Bagian sudah terlampir	Отрывок уже прикреплен	片段已经附加了
planActions.passageDetail	Passage Detail	Détail du passage	Detalhe da Passagem	Detalle del pasaje	Detail Bagian	Детали отрывка	段的详细
passageDetailToolbar.add	Passage Detail Toolbar	Barre d'outils pour le détail des passages	Barra de ferramentas de Detalhe da Passagem	Barra de herramientas de detalles del pasaje	Toolbar Detail Bagian	Работа с отрывком	片段详细工具栏
shared.passages	Passages	Passages	Passagens	Pasajes	Bagian	Прохождения	段落
cards.passagesCreated	Passages Created	Passages créés	Passagens Criadas	Pasajes creados	Buat Bagian	Отрывки созданы	己创建的片段
passageChooser.passages	Passages:	Passages : 	Passagens:	Pasajes:	Bagian:	Стихи:	片段
planSheet.tablePaste	Paste Spreadsheet	Coller le tableur	Colar Planilha	Pegar la hoja de cálculo	Tempel Lembar Kerja	Вставить электронную таблицу	粘贴电子表格
planSheet.pasting	Pasting	Coller	Colar	Pegando	Sedang tempel	Вставка	粘贴中
wsAudioPlayer.pauseRecord	Pause	Pause	Pausar	Pausa	Jeda	Пауза	暂停
mediaActions.pause	Pause	Arrêter	Pausar	Poner en pausa	Jeda	Пауза	暂停
peer.peerGroup	Peer Group	Groupe de pairs	Grupo de Colegas	Grupo de pares	Kelompok Rekan	Группа пользователей	管理员组
peer.name	Peer Group Name	Nom du groupe de pairs	Nome do Grupo de Colegas	Nombre del grupo de pares	Nama Kelompok Rekan	Имя одноранговой группы	管理员组名称
groupTabs.peerGroups	Peer Groups	Groupes de pairs	Grupos de Colegas	Grupos de compañeros	Kelompok Rekan	Группы пользователей	管理员组
workflowSteps.peerReview	Peer Review	Contrôle des pairs	Revisão dos Colegas	Revisión por pares	Pemeriksaan oleh Rekan	Рецензент	管理员评论
shared.peerreviewer	Peer Reviewer	Pair examinateur	Revisor dos Colegas	Revisor de pares	Rekan Pemeriksa	Рецензент	管理评论者
vProject.pericopes	Pericope/Pericopes	Péricope/Péricopes	Pericope/Pericopes	Perícopa/Perícopa	Perikop	Перикоп/Перикопы	段
peer.permission	permission	autorisation	permissão	permiso	izin	разрешение	权限
shared.scheme	Permission Scheme	Schéma d'autorisation	Esquema de permissões	Esquema de permisos	Skema Perizinan	Схема разрешений	权限方案
assignSection.schemeName	Permission Scheme Name	Nom du régime d'autorisation	Nome do esquema de permissões	Nombre del esquema de permisos	Nama Skema Perizinan	Имя схемы разрешения	权限方案名称
vProject.permissionSettings	Permissions	Permissions	Permissões	Permisos	Perizinan	Разрешения	权限
cards.personalProjects	Personal Audio Projects	Projets audio personnels	Projetos de Áudio Pessoais	Proyectos de audio personales	Proyek Audio Pribadi	Личные аудио проекты	个人音频项目
cards.personalSettings	Personal Settings	Paramètres personnels	Configurações pessoais	Ajustes personales	Pengaturan Pribadi	Персональные настройки	个人设置
voice.personalize	Personalize	Personnaliser	Personalizar	Personalizar	Personalisasi	Персонализация	个性化
voice.personalizeTitle	Personalize Voice Permission	Permission de personnaliser la voix	Personalizar permissão de voz	Personalizar Permiso de voz	Personalisasi Izin Penggunaan Suara	Персонализировать голос Разрешение	个性化语音许可
import.phone	Phone	Téléphone	Telefone	Teléfono	Telepon	Телефон	手机号码
languagePicker.phonetic	Phonetic	Phonétique	Fonética	Fonética	Fonetiki	Фонетика	语音学
workflowSteps.phraseBackTranslation	Phrase Back Translate	Traduction du dos par phrase	Retrotradução de Frases	Frase de vuelta Traducir	Terjemahan Balik Frasa	Обратный перевод фраз	词语回译
tool.phraseBackTranslate	Phrase Back Translate	Phrase Retour Traduire	Tradução de Frase Traseiro	Traducir frase de vuelta	Terjemahan Balik Hentian Singkat	Обратный перевод фразы	词语回译
artifactType.backtranslation	Phrase Back Translation	Retraduction de la phrase	Tradução reversa de frase	Traducción de frases hacia atrás	Terjemahan Balik Hentian Singkat	Обратный перевод фразы	词语回译
stepEditor.backtranslation	Phrase BT	Phrase BT	Frase BT	Frase BT	TerBal Hentian Singkat	Фраза BT	词语回译
workflowSteps.pBTTranscribe	Phrase BT Transcribe	Phrase Retour Traduire Transcription	Traduzir Frase Voltar Transcrição	Frase BT Transcribir	Ketik TerBal Hentian Singkat	Обратный перевод фразы Транскрибировать	词语回译听写
mediaTab.planName	Plan	Programme	Plano	Plano	Rencana	План	方案
mediaActions.play	Play	Jouer	Reproduzir	Jugar a	Putar	Воспроизвести	播放
mediaTitle.playPause	Play / Pause	Lecture / Pause	Reproduzir / Pausa	Reproducir / Pausa	Putar / Jeda	Воспроизведение / Пауза	播放/暂停
commentCard.playOrStop	Play / Stop	Lecture / Arrêt	Reproduzir / Parar	Reproducir / Parar	Putar / Stop	Воспроизвести / Остановить	播放/停止
peerCheck.afterResource	Play following context	peerCheck.afterResource Lecture du contexte suivant	Reproduzir o seguinte contexto	Reproduce el siguiente contexto	Putar konteks berikutnya	Воспроизведение следующего контекста	播放跟随环境
peerCheck.resourceStart	Play from start	Lecture depuis le début	Reproduzir desde o início	Reproducir desde el principio	Putar dar awal	Играть с начала	从头开始播放
selectRecording.playItem	Play Item	Elément de lecture	Reproduzir Item	Elemento de reproducción	Putarkan Rekaman	Воспроизвести	播放项目
discussionCard.playOrStop	Play or Stop	Lecture ou arrêt	Reproduzir ou Parar	Reproducir o parar	Putar atau Stop	Проиграть или остановить	播放/停止
community.playTest	Play Test	Jouer le test	Executar Teste	Jugar a la prueba	Putarkan Berkas Cobaan	Тест аудио	播放测试
keyTerms.play	Play Translation	Lire la traduction	Tradução de jogos	Traducción de reproducciones	Putarkan Terjemahan	Воспроизвести перевод	播放译文
planActions.playpause	Play/Pause	Jouer/Arrêter	Reproduzir/Pausar	Reproducir/Pausa	Putar/Jeda	Воспроизведение/Пауза	播放/暂停
profile.locale	Preferred Language	Langue préférée	Idioma Preferido	Idioma preferido	Bahasa Pilihan	Предпочитаемый язык	首选语言
workflowSteps.preliminaryApproval	Preliminary Approval	Approbation préliminaire	Aprovação Preliminar	Aprobación preliminar	Persetujuan Awal	Предварительное утверждение	初步批准
vProject.preview	Preview	Aperçu	Pré-visualizar	Vista previa	Tampilan	Предварительный просмотр	预览
findResource.previous	Previous page	Page précédente	Página anterior	Página anterior	Halaman sebelumnya	Предыдущая страница	上一页
import.old	Previous Value	Valeur précédente	Valor Anterior	Valor anterior	Nilai Sebelumnya	Предыдущее значение	上一个值
commentCard.previousVersion	Previous Version	Version précédente	Versão Anterior	Versión anterior	Versi Sebelumnya	Предыдущая версия	之前的版本
main.privacy	Privacy Policy	Politique de confidentialité	Política de Privacidade	Política de privacidad	Kebijakan Privasi	Политика приватности	隐私政策
uploadProgress.progressTitle	Progress	Progrès	Progresso	Progreso	Kemajuan	Прогресс	进程
projectDownload.project	Project	Projet	Projeto	Proyecto	Proyek	Проект	项目
projectDownload.projectDetails	Project Details	Détails du projet	Detalhes do projeto	Detalles del proyecto	Rincian Proyek	Сведения о проекте	项目详情
passageDetailArtifacts.projectResourceSheet	Project Resource Sheet	Fiche de ressources du projet	Ficha de Recursos do Projeto	Hoja de recursos del proyecto	Lembar Sumber Proyek	Таблица ресурсов проекта	项目资源表
cards.notesProject	Project with Notes	Projet avec notes	Projeto com notas	Proyecto con Notas	Proyek dengan Catatan	Проект с заметками	带笔记的项目
projectDownload.projects	Projects	Projets	Projetos	Proyectos	Proyek	Проекты	项目
mediaTab.proposed	Proposed	Proposé	Proposta	Propuesta	Diusulkan	Предложенные	建议的
community.provideRights	Provide Rights	Fournir des droits	Proporcionar Direitos	Proporcionar derechos	Sediakan Hak Cipta	Предоставить права	提供权利
planSheet.published	Publish	Publier	Publicar	Publicar	Terbitkan	Опубликовать	发布
mediaTab.publish	Publish Media	Publier un média	Publicar mídia	Publicar Medios	Terbitkan Media	Опубликовать медиа	发布媒体
mediaTab.published	Published	Publié	Publicado	Publicado	Sudah diterbitkan	Опубликовано	已出版
cards.publishing	Publishing	Publication	Publicar	Publicación	Penerbitan	Публикация	发布
stepEditor.qanda	Q and A	Questions et réponses	Q e A	Q y A	Tanya Jawab	Вопросы и ответы	问题喝答案
findResource.query	Query	Interroger	Consultar	Consulta	Tanyakan	Запрос	查询
integration.countPending	Querying count...	Requête de nombre ...	Consultando contagem...	Consulta de recuento...	Sedang menanyakan jumlah...	Запросы...	查询数量...
integration.usernamePending	Querying username...	Requête le nom d'utilisateur...	Consultando nome de usuário...	Consultando el nombre de usuario...	Menanyakan nama pengguna...	Запрос имени пользователя...	正在查询用户名...
findResource.querying	Querying...	Interroger...	Consultando...	Consulta...	Sedang mencari...	Запрос...	查询...
artifactCategory.qanda	Question and Answer	Questions et réponses	Perguntas e respostas	Preguntas y respuestas	Tanya Jawab	Вопрос и ответ	问题与答案
invite.questions	Questions? Contact	Des questions? Contact	Dúvidas? Entre em contato	¿Preguntas? Póngase en contacto con	Pertanyaan? Hubungi	Вопросы? Свяжитесь с нами	有问题？联系我们
newProject.general	Quick Start	Démarrage rapide	Início rápido	Inicio rápido	Mulai Cepat	Быстрый старт	快速开始
planSheet.resequence	Re-sequence	Remettre en séquence	Re-sequência	Re-secuenciar	Urutkan kembali	Повторная последовательность	重序列
mediaTab.readyToShare	Ready to Share	Prêt à partager	Pronto para Compartilhar	Listo para compartir	Siap untuk Dibagikan	Готовы поделиться	已准备好分享
activityState.approved	Ready to Sync	Prêt à synchroniser	Pronto para Sincronizar	Listo para sincronizar	Siap untuk Kirim/Terima	Готово к синхронизации	准备同步
activityState.transcribeReady	Ready to Transcribe	Prêt à transcrire	Pronto para Transcrever	Listo para transcribir	Siap Diketik	Готов к транскрипции	准备听写
keyTerms.realia	Realia	Realia	Realia	Realia	Benda	Реалии	真实事
mediaTitle.record	Record	Enregistrer	Registar	Grabar	Rekam	Запись	记录
tool.record	Record	Enregistrement	Gravar	Grabar	Rekam	Запись	录音
commentEditor.record	Record Comment	Enregistrer le commentaire	Gravar Comentário	Grabar comentario	Rekam Catatan	Записать комментарий	录音注释
mediaTitle.recordOrUpload	Record or Upload	Enregistrer ou télécharger	Gravar ou carregar	Grabar o cargar	Rekam atau Unggah	Записать или загрузить	录制或上传
keyTerms.record	Record Translation	Enregistrer la traduction	Tradução de Registros	Grabar traducción	Rekam Terjemahan	Перевод записей	录音翻译
passageRecord.title	Record/Edit Audio	Créer / modifier l'audio	Gravar/Editar Áudio	Grabar/editar audio	Rekam/Sunting Audio	Запись/Редактирование аудио	录音/编辑音频
planActions.recordAudio	Record/Edit Audio	Créer/Éditer de l'audio	Gravar/Editar Áudio	Grabar/Editar audio	Rekam/Sunting Audio	Запись/Редактирование аудио	录音/编辑音频
keyTerms.recording	Recording in progress.	Enregistrement en cours.	Gravação em andamento.	Grabación en curso.	Sedang merekam.	Идет запись.	录制进行中
shared.recordingInProgress	Recording in progress...	Enregistrement en cours...	Gravação em progresso...	Grabación en curso...	Perekaman sedang berlangsung...	Идёт запись...	正在录音中……
activityState.needsNewRecording	Recording Needed	Enregistrement requis	Gravação Necessária	Se necesita grabar	Diperlukan Rekaman	Запись нужен	需要录音
transcribeReject.needsAudio	Recording Needed	Besoin d'un nouveau enregistrement	Gravação Necessária	Se necesita una grabación	Diperlukan Rekaman	Необходима запись	需要录音
mediaTitle.recording	Recording...	Enregistrement...	Gravação...	Grabando...	Sedang Merekam...	Запись...	记录...
cards.reduceNoise	Reduce Noise	Réduire le bruit	Reduzir ruído	Reducir ruido	Kurangi Kebisingan	Уменьшить шум	降低噪音
mediaTab.reference	Reference	Référence	Referência	Referencia	Acuan	Ссылка	章节
resource.references	References	Références	Referências	Referencias	Acuan	Ссылки	参照
transcriber.reject	Reject	Rejeter	Rejeitar	Rechazar	Tolak	Отклонить	拒绝
transcribeReject.rejectReason	Reject Reason	Raison du rejet	Motivo da Rejeição	Motivo de rechazo	Tolak Alasan	Причина отклонения	拒绝原因
transcriber.needsNewRecording	Rejected recording	Enregistrement rejeté	Gravação rejeitada	Grabación rechazada	Rekaman yang ditolak	Отклоненная запись	拒绝的录音
transcriber.needsNewTranscription	Rejected transcription	Transcription refusée	Transcrição rejeitada	Transcripción rechazada	Transkripsi yang ditolak	Отклоненная транскрипция	拒绝的听写本
transcribeReject.rejectTitle	Rejection	Rejet	Rejeição	Rechazo	Penolakan	Отклонение	拒绝
peer.remove	Remove	Supprimer	Remover	Eliminar	Hapus	Удалить	删除
assignmentTable.removeSec2	Remove Assignments	Supprimer les affectations	Remover atribuições	Eliminar asignaciones	Hapus Tugas	Удалить назначения	删除作业
assignmentTable.removeSec	Remove Permissions	Supprimer les autorisations	Remover permissões	Eliminar permisos	Hapus Izin	Удалить разрешения	删除权限
discussionMenu.reopen	Reopen	Rouvrir la	Reabrir	Reabrir	Buka kembali	Открыть снова	重新打开
transcriber.reopen	Reopen	Réouvrir	Reabrir	Reabrir	Buka kembali	Переоткрыть	重新打开
main.reportIssue	Report an Issue	Signaler un problème	Relatar um Problema	Informar de un problema	Laporkan Masalah	Сообщить о проблеме	报告问题
main.reports	Reports	Rapports	Relatórios	Informes	Laporan	Отчёты	报告
projButtons.reports	Reports	Rapports	Relatórios	Informes	Laporan	Отчёты	报告
faithbridge.audioResources	Request Audio	Demander de l'audio	Pedir áudio	Request Audio	Minta Audio	Запрос аудио	请求音频
welcome.setupFactor	Requires Internet connection	Nécessite une connexion Internet	Requer conexão com a Internet	Requiere conexión a Internet	Memerlukan konensi Internet	Требуется подключение к Интернету	需要互联网连接
passageDetailArtifacts.research	Research	Recherche	Pesquisa	Investigación	Penelitian	Исследование	研究
invite.resend	Resend	Renvoyer	Reenviar	Vuelva a enviar	Kirim ulang	Отправить еще раз	重新发送
findResource.reset	Reset	Réinitialiser	Redefinir	Restablecer	Reset	Сброс	重置
scriptureTableFilter.reset	Reset	Réinitialiser	Repor	Restablecer	Reset	Сбросить	重置
discussionCard.resolved	Resolve	Résolvez	Resolver	Resolver	Selesaikan	Завершить	解决
discussionMenu.resolve	Resolve	Résoudre la	Resolver	Resolver	Selesaikan	Завершить	解决
filterMenu.resolved	Resolved	Résolu	Resolvido	Resuelto	Selesai	Решено	已解决
passageDetailArtifacts.resource	Resource	Ressources	Recurso	Recurso	Sumber	Ресурс	资源
teamCheckReference.resource	Resource	Ressource	Recurso	Recurso	Sumber	Ресурс	资源
planActions.resourceEdit	Resource Edit	Modifier la ressource	Editar recurso	Editar recurso	Sunting Sumber	Редактировать ресурс	资源编辑
resource.resourceEdit	Resource Edit	Édition de la ressource	Recurso Editar	Recurso Editar	Sunting Sumber	Редактирование ресурса	资源编辑
category.resources	resource(s)	ressource(s)	recurso(s)	recurso(s)	sumber	ресурс(ы)	资源
planActions.resources	Resources	Ressources	Recursos	Recursos	Sumber	Ресурсы	资源
passageDetailArtifacts.tip1a	Resources for:	Les ressources pour :	Recursos para:	Recursos para:	Sumber untuk:	Ресурсы для:	资源：
spelling.restartApp	Restart	Redémarrer	Reiniciar	Reiniciar	Buka Ulang	Перезапустить	重新开始
wsAudioPlayer.resume	Resume	Reprendre	Reiniciar	Reanudar	Lanjutkan	Возобновить	恢复
stepEditor.retell	Retell	Répéter	Recontar	Volver a contar	Cerita Ulang	Пересказ	复述
workflowSteps.retellBackTranslation	Retell Back Translation	Retell Back Traduction	Repetir a tradução	Retell Back Traducción	Terjemahan Balik Cerita Ulang	Пересказ Обратный перевод	复述听写
workflowSteps.retellBTTranscribe	Retell BT Transcribe	Relecture BT Transcription	Retell BT Transcrever	Retell BT Transcribir	Ketik Terjemahan Cerita Ulang	Пересказ BT Транскрипция	复述回译听写
activityState.review	Review	Révision	Revisar	Revisar	Periksa	Проверка	复习
toDoTable.editor	Review	Controler	Revisar	Revisar	Periksa Ulang	Проверка	复习
consultantCheck.furtherReview	Review More	Lire la suite	Revisar mais	Revisar más	Periksa Lagi	Отзыв Подробнее	查看更多
workflowSteps.review	Review Transcription	Transcription de l'examen	Revisão da transcrição	Revisar la transcripción	Tinjau hasil ketik	Обзорная транскрипция	复习听写
activityState.reviewing	Reviewing	Révision	Revisando	Revisando	Sedang periksa	Проверяет	复习中
hotKey.rightArrow	Right Arrow	Flèche droite	Seta para a Direita	Flecha derecha	Panah Kanan	Стрелка вправо	右箭头
vProject.rightToLeft	Right-to-Left	De droite à gauche	Direita-para-esquerda	De derecha a izquierda	Kanan ke Kiri	Справа-налево	从右到左
community.rights	Rights	Droits	Direitos	Derechos	Hak Cipta	Права	权利
keyTerms.ritual	Ritual	Rituel	Ritual	Ritual	Upacara	Ритуал	仪式
assignSection.role	Role	Rôle	Função	Rol	Peran	Роль	角色
main.orgRole	Role:	Rôle:	Função:	Papel:	Peran:	Роль:	角色：
groupTabs.roles	Roles	Rôles	Funções	Roles	Peran	Роли	角色
grid.rowsPerPage	Rows per Page	Lignes par page	Linhas por Página	Filas por página	Baris per Halaman	Строк на странице	每页行数
main.googleSamples	Sample Google spreadsheets	Exemple de feuilles de calcul Google	Exemplo de planilhas do Google	Ejemplo de hojas de cálculo de Google	Contoh spreadsheet Google	Образцы электронных таблиц Google	谷歌电子表格示例
transcriber.save	Save	Sauvegarde	Salvar	Guardar	Simpan	Сохранить	保存
vProject.save	Save	Sauvegarder	Salvar	Guardar	Simpan	Сохранить	保存
audacityManager.saveFirst	Save before editing	Sauvegarder avant de modifier	Salvar antes de editar	Guardar antes de editar	Simpan sebelum mengedit	Сохранить перед редактированием	编辑前保存
mediaTitle.save	Save Recording	Sauvegarder l'enregistrement	Salvar gravação	Guardar grabación	Simpan Rekaman	Сохранить запись	保存录音
wsAudioPlayer.saveSegments	Save Segments	Sauvegarder les segments	Salvar Segmentos	Guardar segmentos	Simpan segmen	Сохранить сегменты	保存段
keyTerms.save	Save Translation	Sauvegarder la traduction	Salvar Tradução	Guardar traducción	Simpan Terjemahan	Сохранить перевод	保存翻译
verse.saveVerseMarkup	Save Verse Markup	Sauvegarder le balisage des versets	Salvar marcação de versículo	Guardar marcado de versículos	Simpan Markup Ayat	Сохранить разметку стиха	保存诗句标记
stepEditor.saving	Saving ...	Sauvegarde ...	Salvando ...	Guardando ...	Menyimpan...	Сохранение ...	保存中...
mediaTab.savingComplete	Saving complete.	Sauvegarde complète.	Gravação concluída.	Guardado completo.	Penyimpanan selesai.	Сохранено!	保存成功
transcriber.saving	Saving...	Sauvegarder...	Salvando...	Guardar...	Menyimpan...	Сохранение...	保存中...
vProject.scenes	Scene/Scenes	Scène/Scènes	Cena/Cenas	Escena/Escenas	Adegan	Сцена/Сцены	场景
findResource.scope	Scope	Champ d'application	Escopo	Ámbito	Jangkauan	Область	范围
voice.scope	Scope of use	Champ d'application	Escopo de uso	Ámbito de uso	Lingkup penggunaan	Сфера использования	使用范围
picker.script	Script	Script	Script	Guión	Skrip	Сценарий	脚本
transcriber.scriptOrDialect	Script or Dialect	Script ou dialecte	Escrita ou dialeto	Escritura o dialecto	Skrip atau Logat Bahasa	Скрипт или диалект	脚本或方言
artifactCategory.scripture	Scripture	Écritures	Referência Bíblica	Escrituras	Alkitab	Писание	经文
transcriptionTab.scriptureBurrito	Scripture Burrito	Écriture Burrito	Scripture Burrito	Burrito de las Escrituras	Gulungan Alkitab	Писание Burrito	圣经卷饼
workflowSteps.consultantCheck2	Second Consultant Check	Vérification du second consultant	Verificação do segundo consultor	Segundo Consultor	Pemeriksaan Konsultan Kedua	Проверка второго консультанта	第二顾问检查
wsAudioPlayer.seconds	seconds	seconds	segundos	segundos	detik	секунды	秒
findResource.section	section	section	seção	sección	bagian	раздел	节的脚本
vProject.sections	Section/Sections	Section/sections	Seção/Seções	Sección/Secciones	Bagian	Раздел/разделы	段
tool.segment	Segment	Segment	Segmento	Segmentar	Segmen	Сегмент	段
community.segment	Segment	Segmenter	Segmento	Segmento	Segmen	Сегмент	段
shared.select	Select	Sélectionnez	Selecionar	Seleccione	Pilih	Выбрать	选择
passageDetailArtifacts.selectBook	Select Book	Sélectionner le livre	Seleccionar livro	Seleccionar Libro	Pilih Kitab	Выбрать книгу	选择书籍
resource.bookSelect	Select Book	Sélectionner un livre	Seleccionar livro	Seleccionar libro	Pilih Kitab	Выбрать книгу	选择书籍
planSheet.bookSelect	Select Book...	Choisir un livre...	Selecionar Livro...	Seleccionar Libro...	Pilih Kitab...	Выберите книгу...	选择书籍
selectRecording.selectRecording	Select Item	Sélectionner l'élément	Selecionar item	Seleccionar elemento	Pilih Item	Выберите элемент	选择项目
invite.selectTeamRole	Select team role.	Choisir le rôle dans l'équipe.	Selecionar função da equipe.	Seleccione el rol del equipo.	Pilih peran dalam tim.	Выберите роль в команде	选择团队角色。
usertable.selectUser	Select User	Sélectionnez l'utilisateur	Selecionar Usuário	Seleccionar usuario	Pilih Pengguna	Выбрать пользователя	选择用户
wsAudioPlayer.selectVoice	Select Voice	Sélectionner la voix	Selecionar voz	Seleccionar voz	Pilih Suara	Выбрать голос	选择语音
invite.send	Send	Envoyer	Enviar	Enviar	Kirim	Отправить	发送
main.sessionExpiring	Session Expiring	Session expirée	Sessão Expirando	Expiración de la sesión	Sesi Berakhir	Истекает сессия	会话正在结束
keyTerms.settingLanguage	Set Language	Définir la langue	Definir idioma	Establecer idioma	Tentukan Bahasa	Установить язык	设置语言
discussionMenu.setSegment	Set Segment	Segment fixe	Configurar Segmento	Establecer segmento	Tetapkan Segmen	Установить сегмент	设置段
vProject.sets	Set/Sets	Ensemble/Ensembles	Conjunto/Conjuntos	Conjunto/Sets	Kumpulan	Набор/Наборы	组
main.settings	Settings	Paramètres	Configurações	Configuración	Pengaturan	Настройки	设置
artifactType.sharedresource	Shared Resource	Ressource partagée	Recurso Compartilhado	Recurso compartido	Sumber Bersama	Общий ресурс	共享资源
vProject.sharedResources	Shared Resources	Ressources partagées	Recursos Compartilhados	Recursos compartidos	Sumber Bersama	Общие ресурсы	共享的资源
hotKey.shiftKey	Shift	Équipe	Deslocar	Mayúsculas	Shift	Shift	切换
stepEditor.show	Show	Afficher	Exibir	Mostrar	Tampilkan	Показать	显示
stepEditor.showAll	Show all	Afficher tout	Exibir tudo	Mostrar todo	Tampilkan semua	Показать все	全部显示
mediaUpload.launchLink	Show Link Content	Afficher le contenu du lien	Mostrar conteúdo do link	Mostrar contenido de enlace	Tampilkan Konten Link	Показать содержимое ссылки	显示链接内容
planSheet.showPublishing	Show Publishing Information	Afficher les informations de publication	Mostrar informações de publicação	Mostrar Información de Publicación	Tunjukkan Informasi Penerbitan	Показать информацию о публикации	显示发布信息
discussionList.collapse	Show/Hide All Comments	Afficher/masquer tous les commentaires	Exibir/Ocultar Todos os Comentários	Mostrar/Ocultar todos los comentarios	Tampilkan/Sembunyikan Semua Catatan	Показать/скрыть комментарии	显示/隐藏注释
discussionCard.collapse	Show/Hide Comments	Afficher/masquer les commentaires	Exibir/Ocultar Comentários	Mostrar/Ocultar Comentarios	Tampilkan/Sembunyikan Catatan	Показать/скрыть комментарии	显示/隐藏注释
usertable.showHideFilter	Show/Hide filter rows	Afficher/masquer les lignes de filtre	Exibir/Ocultar linhas de filtro	Mostrar/Ocultar filas del filtro	Tampilkan/Sembunyikan baris filter	Показать/скрыть строки фильтра	显示/隐藏筛选器表单
wsAudioPlayer.silence	Silence	Silence	Silenciar	Silencio	Diam	Тишина	静音
mediaTab.size	Size (MB)	Taille (MO)	Tamanho (MB)	Tamaño (MB)	Ukuran (MB)	Размер (МБ)	大小 (MB)
keyTerms.sortShow	Sort and Show	Trier et montrer	Classificar e Mostrar	Ordenar y mostrar	Urutkan dan Tunjukkan	Сортировать и показывать	排序和显示
sortMenu.sortMenu	Sort Discussions	Trier les discussions	Organizar as Discussões	Ordenar las discusiones	Urutkan Diskusi	Сортировать обсуждения	筛选讨论
cards.sortProjects	Sort Projects	Trier les projets	Sort Projects	Ordenar proyectos	Urutkan Proyek	Сортировка проектов	排序项目
passageDetailArtifacts.source	Source	Source	Fonte	Fuente	Sumber	Источник	来源
selectRecording.sourceSegment	Source Segment	Segment source	Segmento de Origem	Segmento de origen	Segmen Sumber	Сегмент источника	源段
selectRecording.sourceVersion	Source Version	Version de la source	Versão de Origem	Versión de la fuente	Versi Sumber	Версия источника	源版本
hotKey.spaceKey	Space	Espace	Espaço	Espacio	Spasi	Пробел	空格
selectRecording.speaker	Speaker	Intervenant	Viva-voz	Orador	Pembicara	Динамик	语者
peer.permissions	Special permission	Autorisation spéciale	Permissão especial	Permiso especial	Izin khusus	Специальное разрешение	特殊权限
