tag	en	fr	pt	es	id	ru	zh
stepEditor.saving	Saving ...	Sauvegarde ...	Salvando ...	Guardando ...	Menyimpan...	Сохранение ...	保存中...
commentEditor.saving	Saving...	Sauvegarder...	Salvando...	Guardando...	Sedang Menyimpan...	Сохранение...	保存中...
planSheet.saving	Saving...	Épargner...	Salvando...	Guardando...	Menyimpan...	Сохранение...	保存中...
resource.saving	Saving...	Sauvegarde...	Salvando...	Guardando...	Menyimpan...	Сохранение...	保存中...
scriptureTable.saving	Saving...	Épargner...	Salvando...	Guardando...	Menyimpan...	Сохранение...	保存中...
cards.save	Save	Sauvegarder	Salvar	Guardar	Simpan	Сохранить	保存
invite.save	Save	Enregistrer	Salvar	Guardar	Simpan	Сохранить	保存
languagePicker.select	Save	Enregistrer	Salvar	Guardar	Simpan	Сохранить	保存
mediaTab.save	Save	Enregistrer	Salvar	Guardar	Simpan	Сохранить	保存
passageRecord.save	Save	Sauvegarder	Salvar	Guardar	Simpan	Сохранить	保存
picker.select	Save	Sauvegarder	Salvar	Guardar	Simpan	Сохранить	保存
planSheet.save	Save	Sauvegarder	Salvar	Guardar	Simpan	Сохранить	保存
profile.save	Save	Sauvegarder	Salvar	Guardar	Simpan	Сохранить	保存
shared.save	Save	Sauvegarder	Salvar	Guardar	Simpan	Сохранить	保存
transcribeAddNote.save	Save	Sauvegarder	Salvar	Guardar	Simpan	Сохранить	保存
transcriber.save	Save	Sauvegarde	Salvar	Guardar	Simpan	Сохранить	保存
vProject.save	Save	Sauvegarder	Salvar	Guardar	Simpan	Сохранить	保存
audacityManager.saveFirst	Save before editing	Sauvegarder avant de modifier	Salvar antes de editar	Guardar antes de editar	Simpan sebelum mengedit	Сохранить перед редактированием	编辑前保存
mediaTitle.save	Save Recording	Sauvegarder l'enregistrement	Salvar gravação	Guardar grabación	Simpan Rekaman	Сохранить запись	保存录音
verse.saveVerseMarkup	Save Verse Markup	Sauvegarder le balisage des versets	Salvar marcação de versículo	Guardar marcado de versículos	Simpan Markup Ayat	Сохранить разметку стиха	保存诗句标记
wsAudioPlayer.saveSegments	Save Segments	Sauvegarder les segments	Salvar Segmentos	Guardar segmentos	Simpan segmen	Сохранить сегменты	保存段
keyTerms.save	Save Translation	Sauvegarder la traduction	Salvar Tradução	Guardar traducción	Simpan Terjemahan	Сохранить перевод	保存翻译
keyTerms.saving	Saving...	Sauvegarder...	Salvando...	Guardar...	Sedang Menyimpan...	Сохранение...	保存中...
main.saving	Saving...	Épargner...	Salvando...	Guardar...	Menyimpan...	Сохранение...	保存中...
mediaTitle.saving	Saving...	Sauvegarder...	Salvando...	Guardar...	Sedang Menyimpan...	Сохранение...	保存...
passageRecord.saving	Saving...	Sauvegarde...	Salvando...	Guardar...	Sedang Menyimpan...	Сохранение...	保存中...
shared.saving	Saving...	Sauvegarde...	Guardar...	Guardar...	Menyimpan...	Сохранение...	保存中...
transcriber.saving	Saving...	Sauvegarder...	Salvando...	Guardar...	Menyimpan...	Сохранение...	保存中...
picker.script	Script	Script	Script	Guión	Skrip	Сценарий	脚本
profile.syncFrequencyEnable	Enable Data Sync:	Activer la synchronisation des données	Ativar a sincronização de dados:	Habilitar sincronización de datos:	Aktifkan Sinkronisasi Data:	Включить синхронизацию данных:	启用数据同步：
community.later	Do later	A faire plus tard	Fazer mais tarde	Hacer más tarde	Lakukan nanti	Сделать позже	一会再做
keyTerms.hebrew	Hebrew	Hébreu	Hebraico	Hebreo	Bahasa Ibrani	Иврит	希伯来语
tool.done	Done	Fini	Concluído	Hecho	Selesai	Готово	完成
workflowSteps.done	Done	Terminé	Concluído	Hecho	Selesai	Готово	完成
stepEditor.tool	Tool	Outil	Ferramenta	Herramienta	Alat	Инструмент	工具
artifactCategory.biblestory	Bible Story	Histoire biblique	História Bíblica	Historia bíblica	Cerita Alkitab	Библейская история	圣经故事
vProject.stories	Story/Stories	l' histoire/Histoires	História/Histórias	Historia/Historias	Cerita	История/Истории	故事
mediaTab.versionHistory	Version History	Historique des versions	Histórico de Versão	Historial de la versión	Sejarah Versi	История версий	版本历史
projButtons.sheet	Spreadsheet	Feuille de calcul	Planilha	Hoja de cálculo	Spreadsheet	Электронная таблица	电子表格
passageDetailArtifacts.projectResourceSheet	Project Resource Sheet	Fiche de ressources du projet	Ficha de Recursos do Projeto	Hoja de recursos del proyecto	Lembar Sumber Proyek	Таблица ресурсов проекта	项目资源表
cards.bibleid	Bible Id	Identité biblique	Id da Bíblia	Id Biblia	ID Alkitab	Библейский ид	圣经 ID
findResource.language	Language	Langue	Idioma	Idioma	Bahasa	Язык	语言
keyTerms.language	Language	Langue	Idioma	Idioma	Bahasa	Язык	语言
languagePicker.language	Language	Langage	Idioma	Idioma	Bahasa	Язык	语言
passageDetailArtifacts.language	Language	Langue	Idioma	Idioma	Bahasa	Язык	语言
picker.language	Language	Langue	Idioma	Idioma	Bahasa	Язык	语言
vProject.language	Language	Langue	Idioma	Idioma	Bahasa	Язык	语言
template.language	Language BCP47 code	Langue Code BCP47	Código de idioma BCP47	Idioma Código BCP47	Kode bahasa BCP47	Код языка BCP47	语言BCP47 代码
import.locale	Preferred Language	Langue préférée	Idioma Preferido	Idioma preferido	Bahasa	Предпочитаемый язык	首选语言
profile.locale	Preferred Language	Langue préférée	Idioma Preferido	Idioma preferido	Bahasa Pilihan	Предпочитаемый язык	首选语言
spelling.spellingLangs	Spell Checking Languages	Langues de vérification de l'orthographe	Idiomas para Verificação Ortográfica	Idiomas de corrección ortográfica	Bahasa Pemeriksaan Ejaan	Язык для проверки орфографии	拼写检查语言
voice.excludedLanguages	Excluded languages	Langues exclues	Idiomas excluídos	Idiomas excluidos	Bahasa yang dikecualikan	Исключенные языки	排除的语言
findResource.image	image	image	imagem	imagen	gambar	изображение	图像
import.importComplete	Import Complete	Importation terminée	Importação Completa	Importación completa	Selesai Diimpor	Импорт завершен	导入完毕
electronImport.importComplete	Import Complete	Importation terminée	Importação Completa	Importación completada	Selesai Diimpor	Импорт завершен	导入已完成
import.importPending	Import In Progress...	Importation en cours ...	Importação em Progresso...	Importación en curso...	Sedang Impor...	Идет импорт...	导入进行中...
audacityManager.import	Import	Importer	Importar	Importar	Impor	Импорт	输入
import.import	Import	Importer	Importar	Importar	Impor	Импорт	导入
main.import	Import	Importation	Importar	Importar	Impor	Импорт	导入
projButtons.import	Import	Importer	Importar	Importar	Impor	Импорт	导入
projButtons.importExport	Import / Export	Importation / Exportation	Importar / Exportar	Importar / Exportar	Impor / Ekspor	Импорт / Экспорт	导入和导出
shared.importMediaSingular	Import Audio	Importer des audio	Importar Áudio	Importar audio	Impor Audio	Импортировать аудио	导入音频
access.importSnapshot	Import Audio Project	Importer un projet audio	Importar Projeto de Áudio	Importar Proyecto de Audio	Impor Proyek Audio	Импортировать аудио проект	导入音频项目
cards.import	Import Audio Project	Importer un projet audio	Importar Projeto de Áudio	Importar proyecto de audio	Impor Proyek Audio	Импортировать аудио проект	导入音频项目
electronImport.importProject	Import Audio Project	Importer un projet audio	Importar Projeto de Áudio	Importar proyecto de audio	Impor Proyek Audio	Импортировать аудио проект	导入音频项目
import.importProject	Import Audio Project	Importer un projet audio	Importar Projeto de Áudio	Importar proyecto de audio	Impor Proyek Audio	Импорт проекта	导入音频项目
welcome.import	Import Audio Project	Importer le projet audio	Importar Projeto de Áudio	Importar proyecto de audio	Impor Proyek Audio	Импортировать аудио проект	导入音频项目
activityState.incomplete	Incomplete	Incomplet	Incompleto	Incompleto	Belum Selesai	Не завершён	不完全
transcribeReject.incomplete	Incomplete	Incomplet	Incompleto	Incompleto	Tidak lengkap	Незавершено	不完全
keyTerms.index	Index	Index	Índice	Índice	Indeks	Указатель	索引
main.reportIssue	Report an Issue	Signaler un problème	Relatar um Problema	Informar de un problema	Laporkan Masalah	Сообщить о проблеме	报告问题
main.reports	Reports	Rapports	Relatórios	Informes	Laporan	Отчёты	报告
projButtons.reports	Reports	Rapports	Relatórios	Informes	Laporan	Отчёты	报告
welcome.quickGiven	Initial	Initial	Inicial	Inicial	Awal	Исходный	初始
verse.startStop	Start --> Stop	Démarrer --> Arrêter	Iniciar --> Parar	Iniciar --> Detener	Mulai --> Stop	Начать --> Остановить	开始 --> 停止
shared.launchAudacity	Launch Audacity	Lancer Audacity	Iniciar Audacity	Iniciar Audacity	Buka Audacity	Запустить Audacity	启动 胆敢
voice.convert	Begin Conversion	Commencer la conversion	Iniciar conversão	Iniciar conversión	Mulai Konversi	Начать преобразование	开始转换
transcriber.beginRecognize	Begin Auto Transcription	Commencer la transcription automatique	Iniciar transcrição automática	Iniciar la transcripción automática	Mulai Transkripsi Secara Otomatis	Начать автоматическую транскрипцию	开始自动转录
access.logIn	Log In	Se connecter	Fazer login	Iniciar Sesión	Masuk	Войти	登录
hotKey.homeKey	Home	Accueil	Página inicial	Inicio	Halaman utama	Home	主页
viewMode.home	Home	Accueil	Início	Inicio	Halaman Utama	Домой	主页
passageDetailArtifacts.startStop	Start - Stop	Début - Fin	Iniciar - Parar	Inicio - Fin	Awal - Akhir	Запустить/остановить	开始/停止
newProject.startRecording	Start Recording	Démarrer l'enregistrement	Iniciar Gravação	Inicio de la grabación	Mulai Merekam	Начать запись	开始录音
newProject.general	Quick Start	Démarrage rapide	Início rápido	Inicio rápido	Mulai Cepat	Быстрый старт	快速开始
wsAudioPlayer.insertoverwrite	Insert/Overwrite	Insérer/écraser	Inserir/Substituir	Insertar/sobreescribir	Sisipkan/Timpa	Вставить/переписать	插入/刷入
main.integrations	Integrations	Intégrations	Integrações	Integraciones	Sambungan	Интеграция	集成
tool.resource	Internalize	Intérioriser	Internalizar	Internalizar	Internalisasi	Подстрочник	内化
workflowSteps.internalize	Internalize	Internalisation	Internalizar	Internalizar	Internalisasi	Подстрочник	内化
artifactCategory.bookintro	Book Introduction	Introduction au livre	Introdução de Livro	Introducción al libro	Pengantar Kitab	Введение	书介绍
mediaUpload.markdownTitle	Enter Text	Saisir le texte	Inserir texto	Introducir Texto	Ketik Teks	Введите текст	输入文本
passageDetailArtifacts.research	Research	Recherche	Pesquisa	Investigación	Penelitian	Исследование	研究
groupTabs.invitations	Invitations	Invitations	Convites	Invitaciones	Undangan	Приглашения	邀请
invitationTable.invite	Invite	Inviter	Convidar	Invitar	Undang	Приглашение	邀请
usertable.invite	Invite	Inviter	Convidar	Invitar a	Undang	Приглашение	邀请
invite.addInvite	Invite Person	Inviter une personne	Convidar pessoa	Invitar a una persona	Undang Orang	Пригласить человека	邀请别人
viewMode.gotowork	Go to Work	Aller au travail	Ir trabalhar	Ir a Trabajo	Buka Tugas	идти на работу	去到工作
vProject.hierarchical	Hierarchical	Hiérarchique	Hierárquico	Jerárquico	Hierarkis	Иерархический	分级显示
mediaActions.play	Play	Jouer	Reproduzir	Jugar a	Putar	Воспроизвести	播放
community.playTest	Play Test	Jouer le test	Executar Teste	Jugar a la prueba	Putarkan Berkas Cobaan	Тест аудио	播放测试
selectArtifactCategory.duplicateCategory	Category already exists.	La catégorie existe déjà.	Categoria já existe.	La categoría ya existe.	Kategori itu sudah ada.	Категория уже существует.	范畴已存在。
newProject.keyFactors	Best option if...	La meilleure option si...	Melhor opção se...	La mejor opción si...	Pilihan terbaik kalau...	Лучший вариант, если...	最佳选项，如果...
transcriber.transcriptionExists	Transcription already exists	La transcription existe déjà	A transcrição já existe	La transcripción ya existe	Sudah ada transkripsi	Транскрипция уже существует	转录内容已经存在
findResource.launch	Launch	Lancer	Lançamento	Lanzamiento	Jalankan	Запуск	启动
control.book	Book	Livre	Livro	Libro	Kitab	Книга	书
findResource.book	Book	Livre	Livro	Libro	Kitab	Книга	书籍
mediaTab.book	Book	Livre	Livro	Libro	Kitab	Книга	书
passageDetailArtifacts.bookResource	Book	Livre	Livro	Libro	Kitab	Книга	书籍
passageType.BOOK	Book	Livre	Livro	Libro	Kitab	Книга	书籍
resource.book	Book	Livre	Livro	Libro	Kitab	Книга	书
scriptureTable.book	Book	Livre	Livro	Libro	Kitab	Книга	书
passageType.ALTBK	Friendly Book	Livre amical	Livro amigável	Libro amistoso	Kitab Ramah	Дружественная книга	友好图书
discussionList.categoryList	Category List	Liste des catégories	Lista de Categorias	Lista de categorías	Daftar Kategori	Список категорий	范畴目录
mediaTab.readyToShare	Ready to Share	Prêt à partager	Pronto para Compartilhar	Listo para compartir	Siap untuk Dibagikan	Готовы поделиться	已准备好分享
activityState.approved	Ready to Sync	Prêt à synchroniser	Pronto para Sincronizar	Listo para sincronizar	Siap untuk Kirim/Terima	Готово к синхронизации	准备同步
activityState.transcribeReady	Ready to Transcribe	Prêt à transcrire	Pronto para Transcrever	Listo para transcribir	Siap Diketik	Готов к транскрипции	准备听写
usertable.locale	Locale	paramètres régionaux	Localidade	Localidad	Wilayah	Локация	地区
consultantCheck.checked	Mark Checked	consultantCheck.checked Marque Coché	Marcar como verificado	Marcar Comprobado	Tandai Sebagai Sudah Diperiksa	Отметить Отмечено	标记已勾选
verse.markVerses	Mark Verses	Marquer les versets	Marcar versículos	Marcar versículos	Tandai Ayat	Разметка стихов	标记诗句
tool.verses	Mark Verses	Versets de la marque	Marcar Versos	Marcar Versos	Tandai Ayat	Марк Стихов	标记诗句
workflowSteps.markVerses	Mark Verses	Marquer les versets	Marcar versos	Marcar versos	Tandai Ayat	Отметить стихи	标记诗句
grid.max	Max	Max	Máximo	Máx.	Maks	Максимум	最多
scriptureTableFilter.maximum	Maximum	Maximum	Maksimum	Máximo	Maksimal	Максимальный	最大
grid.greaterThan	Greater than	Plus grand que	Maior que	Mayor que	Lebih besar dari	Больше, чем	大于
hotKey.shiftKey	Shift	Équipe	Deslocar	Mayúsculas	Shift	Shift	切换
projectDownload.missing	Missing MB	MB manquant	MB em falta	MB faltantes	MB Tidak Ditemukan	Отсутствующие МБ	缺失 MB
projectDownload.filtered	Filtered MB	MB filtrés	MB filtrados	MB filtrados	MB Difilter	Отфильтрованные МБ	已过滤 MB
projectDownload.total	Total MB	Total MB	Total de MB	MB totales	MB Total	Всего МБ	总 MB
findResource.mediaType	Media	Médias	Mídia	Medios de comunicación	Media	СМИ	媒体
grid.lessThan	Less than	Moins que	Menor que	Menor que	Kurang dari	Менее чем	少于
permission.mentor	Mentor	Mentor	Mentor	Mentor	Mentor	Наставник	导师
main.myAccount	My Account	Mon compte	Minha Conta	Mi cuenta	Akun Saya	Мой аккаунт	我的账户
invite.member	Member	Membre	Membro	Miembro	Anggota	Участник	成员
peer.member	Member	Membre	Membro	Miembro	Anggota	Участник	成员
shared.member	Member	Membres	Membro	Miembro	Anggota	Участник	成员
shared.user	Team Member	Membre de l'équipe	Membro da equipa	Miembro del equipo	Anggota Tim	Член команды	團隊成員
assignSection.users	Members	Membres	Membros	Miembros	Anggota	Участники	成员
electronImport.members	Members	Membres	Membros	Miembros	Anggota	Участники	成员
groupTabs.users	Members	Membres	Membros	Miembros	Anggota	Участники	成员
sectionResources.users	Members	Membres	Membros	Miembros	Anggota	Участники	成员
passageRecord.defaultFilename	MyRecording	MonAudio	MyRecording	MiGrabación	RekamanSaya	Моя запись	我的录制
grid.min	Min	Min	Mínimo	Mínimo	Min	Минимум	最小
scriptureTableFilter.minimum	Minimum	Minimale	Minimum	Mínimo	Mulai dari	Минимум	最少
voice.myProjects	my personal projects	mes projets personnels	meus projetos pessoais	mis proyectos personales	proyek pribadi saya	мои личные проекты	我的个人项目
access.title	Connection Mode	Mode de connexion	Modo de Conexão	Modo de conexión	Mode Koneksi	Режим соединения	连接模式
main.developer	Developer mode	Mode développeur	Modo de desenvolvedor	Modo desarrollador	Mode pengembang	Режим разработчика	开发人员模式
stepEditor.show	Show	Afficher	Exibir	Mostrar	Tampilkan	Показать	显示
mediaUpload.launchLink	Show Link Content	Afficher le contenu du lien	Mostrar conteúdo do link	Mostrar contenido de enlace	Tampilkan Konten Link	Показать содержимое ссылки	显示链接内容
planSheet.showPublishing	Show Publishing Information	Afficher les informations de publication	Mostrar informações de publicação	Mostrar Información de Publicación	Tunjukkan Informasi Penerbitan	Показать информацию о публикации	显示发布信息
stepEditor.showAll	Show all	Afficher tout	Exibir tudo	Mostrar todo	Tampilkan semua	Показать все	全部显示
discussionCard.collapse	Show/Hide Comments	Afficher/masquer les commentaires	Exibir/Ocultar Comentários	Mostrar/Ocultar Comentarios	Tampilkan/Sembunyikan Catatan	Показать/скрыть комментарии	显示/隐藏注释
assignmentTable.showHideFilter	Show/Hide filter rows	Afficher/masquer les lignes de filtre	Exibir/Ocultar linhas de filtro	Mostrar/Ocultar filas del filtro	Tampilkan/Sembunyikan baris filter	Показать/скрыть строку фильтра	显示/隐藏筛选器表单
import.showHideFilter	Show/Hide filter rows	Afficher/masquer les lignes de filtre	Exibir/Ocultar linhas de filtro	Mostrar/Ocultar filas del filtro	Tampilkan/Sembunyikan baris filter	Показать/скрыть строки фильтра	显示/隐藏筛选器表单
integration.showHideFilter	Show/Hide filter rows	Afficher/masquer les lignes de filtre	Exibir/Ocultar linhas de filtro	Mostrar/Ocultar filas del filtro	Tampilkan/Sembunyikan baris filter	Показать/скрыть строки фильтра	显示/隐藏筛选器表单
invitationTable.showHideFilter	Show/Hide filter rows	Afficher/masquer les lignes de filtre	Exibir/Ocultar linhas de filtro	Mostrar/Ocultar filas del filtro	Tampilkan/Sembunyikan baris filter	Показать/скрыть строки фильтра	显示/隐藏筛选器表单
mediaTab.showHideFilter	Show/Hide filter rows	Afficher/masquer les lignes de filtre	Exibir/Ocultar linhas de filtro	Mostrar/Ocultar filas del filtro	Tampilkan/Sembunyikan baris filter	Показать/скрыть строки фильтра	显示/隐藏筛选器表单
transcriptionTab.showHideFilter	Show/Hide filter rows	Afficher/masquer les lignes de filtre	Exibir/Ocultar linhas de filtro	Mostrar/Ocultar filas del filtro	Tampilkan/Sembunyikan baris filter	Показать/скрыть строки фильтра	显示/隐藏筛选器表单
usertable.showHideFilter	Show/Hide filter rows	Afficher/masquer les lignes de filtre	Exibir/Ocultar linhas de filtro	Mostrar/Ocultar filas del filtro	Tampilkan/Sembunyikan baris filter	Показать/скрыть строки фильтра	显示/隐藏筛选器表单
discussionList.collapse	Show/Hide All Comments	Afficher/masquer tous les commentaires	Exibir/Ocultar Todos os Comentários	Mostrar/Ocultar todos los comentarios	Tampilkan/Sembunyikan Semua Catatan	Показать/скрыть комментарии	显示/隐藏注释
transcribeReject.rejectReason	Reject Reason	Raison du rejet	Motivo da Rejeição	Motivo de rechazo	Tolak Alasan	Причина отклонения	拒绝原因
discussionMenu.move	Move	Déplacer	Mover	Mover	Pindahkan	Переместить	移动
findResource.movement	movement	mouvement	movimento	movimiento	gerakan	движение	运动
passageDetailArtifacts.movementResource	Movement	Mouvement	Movimento	Movimiento	Gerakan	Движение	运动
passageType.MOVE	Movement	Mouvement	Movimento	Movimiento	Gerakan	Движение	移动
planSheet.movement	Movement	Mouvement	Movimento	Movimiento	Gerakan	Перемещение	移动
vProject.movement	Movement	Mouvement	Movimento	Movimiento	Gerakan	Движение	移动
vProject.movements	Movements	Mouvements	Movimentos	Movimientos	Gerakan	Движения	移动
mediaTab.none	None	Aucun	Nenhum	Ninguna	Tidak satupun	Нет	无
community.none	none	aucun	nenhum	ninguno	tidak ada	нет	无
alert.no	No	Non	Não	No	Tidak	Нет	不是
integration.no	No	Non	Não	No	Tidak	Нет	不是
passageDetailArtifacts.no	No	Non	Não	No	Tidak	Нет	不是
shared.no	No	No	Não	No	Tidak	Нет	不是
toDoTable.no	No	Non	Não	No	Tidak	Нет	不是
commentCard.unapproved	Unapproved	Non approuvé	Não aprovado	No aprobado	Tidak disetujui	Не одобрено	未批准
grid.notcontains	Does not contain	Ne contient pas	Não contém	No contiene	Tidak mengandung	Не содержит	不包含
findResource.unavailable	unavailable	indisponible	indisponível	no disponible	tidak tersedia	недоступно	不可用
grid.notEqual	Does not equal	N'est pas égal	Não é igual	No es igual a	Tidak sama dengan	Не равно	不等于
activityState.noMedia	No Recording	Pas d’enregistrement	Nenhuma Gravação	No existe grabación	Tidak Ada Rekaman	Нет записей	没有录音
commentEditor.unsaved	Unsaved	Non sauvegardé	Não salvo	No guardado	Belum Tersimpan	Не сохранено	未保存
community.unsaved	Unsaved	Non sauvegardé	Não salvo	No guardado	Belum Tersimpan	Не сохранено	未保存
shared.noAudio	No Audio Available!	Pas d'audio disponible !	Nenhum Áudio Disponível!	No hay audio disponible.	Belum Ada Rekaman!	Аудио недоступно!	没有可用的音频！
grid.noColumns	No columns visible	Aucune colonne visible	Nenhuma coluna visível	No hay columnas visibles	Tidak ada kolom yang terlihat	Столбцы не видны	没有可见的列
grid.noData	No data	Pas de données	Sem dados	No hay datos	Tidak ada data	Нет данных	没有数据
invitationTable.noData	No invitations	Pas d'invitations	Nenhum convite	No hay invitaciones	Tidak ada undangan	Нет приглашений	没有邀请
consultantCheck.noMedia	No Media Available	Pas de média disponible	Nenhuma mídia disponível	No hay medios disponibles	Belum Ada Media	Нет носителя	没有可用的音频！
transcriber.noAsrTranscription	No transcription!	Pas de transcription !	Não há transcrição!	No hay transcripción	Tidak ada transkripsi!	Нет транскрипции!	无转录！
consultantCheck.noTranscription	No Transcription Available	Pas de transcription disponible	Não há transcrição disponível	No hay transcripción disponible	Belum Ada Transkripsi	Транскрипция недоступна	没有可用听写本
voice.stNotGiven	not given	ne sont pas indiquées	não informado	no indicado	tidak diberikan	не указан	不提供
faithbridge.noInfo	No information found	Aucune information trouvée	Nenhuma informação encontrada	No se ha encontrado información	Tidak ada informasi yang ditemukan	Информация не найдена	未找到信息
findResource.name	Name	Nom	Nome da mídia	Nombre	Nama	Название	名称
import.given	Given Name	Prénom	Nome Próprio	Nombre	Nama Depan	Имя	名字
import.username	Name	Nom	Nome	Nombre	Nama	Имя	名称
keyTerms.name	Name	Nom	Nome	Nombre	Nama	Имя	名称
passageRecord.fileName	Name	Nom	Nome	Nombre	Nama	Имя	名称
profile.given	Given Name	Prénom	Nome Próprio	Nombre	Nama Depan	Имя	名字
stepEditor.name	Name	Nom	Nome	Nombre	Nama	Имя	名称
usertable.name	Name	Nom	Nome	Nombre	Nama	Имя	名称
profile.name	Full Name	Nom complet	Nome Completo	Nombre completo	Nama lengkap	Полное имя	姓名
cards.biblename	Name of Bible	Nom de la Bible	Nome da Bíblia	Nombre de la Biblia	Nama Alkitab	Название Библии	圣经名称
profile.family	Family Name	Nom de famille	Nome de Família	Nombre de la familia	Nama Keluarga	Фамилия	姓
mediaTab.fileName	File Name	Nom du fichier	Nome do Arquivo	Nombre del archivo	Nama Berkas	Название файла	文件名
selectRecording.filename	File Name	Nom du fichier	Nome do Arquivo	Nombre del archivo	Nama Berkas	Название файла	文件名
template.fileTemplate	File Name Template	File Name Template	Modelo do Nome do Arquivo	Nombre del archivo Plantilla	Templat Nama Berkas	Шаблон имени файла	文件名模板：
cards.teamName	Team Name	Nom de l'équipe	Nome da Equipe	Nombre del equipo	Nama Tim	Название команды	团队名称
assignSection.schemeName2	Assignment Scheme Name	Nom du plan d'affectation	Nome do esquema de atribuição	Nombre del esquema de asignación	Nama Skema Tugas	Имя схемы назначения	分配方案名称
assignSection.schemeName	Permission Scheme Name	Nom du régime d'autorisation	Nome do esquema de permissões	Nombre del esquema de permisos	Nama Skema Perizinan	Имя схемы разрешения	权限方案名称
peer.name	Peer Group Name	Nom du groupe de pairs	Nome do Grupo de Colegas	Nombre del grupo de pares	Nama Kelompok Rekan	Имя одноранговой группы	管理员组名称
template.bookname	Book name	Nom du livre	Nome do livro	Nombre del libro	Nama kitab	Название книги	书名
vProject.projectName	Audio Project Name	Nom du projet	Nome do Projeto de Áudio	Nombre del proyecto de audio	Nama Proyek Audio	Название аудио проекта	音频项目的名称
cards.nameInUse	Name in use	Nom utilisé	Nome em uso	Nombre en uso	Nama yang sedang digunakan	Используемое имя	正在使用的名称
vProject.nameInUse	Name in use	Nom utilisé	Nome em uso	Nombre en uso	Nama yang sedang digunakan	Используемое имя	正在使用的名称
control.normal	Normal	control.normal Normal	Normal	Normal	Biasa	Нормальный	正常
wsAudioPlayer.normalize	Normalize	Normaliser	Normalize	Normalizar	Normalisasi	Нормализация	标准化
cards.normalize	Audio Normalize	Normalisation audio	Audio Normalize	Normalizar audio	Normalisasi Audio	Нормализация звука	音频标准化
passageDetailArtifacts.noteResource	Note	Note	Nota	Nota	Catatan	Нота	注意事项
passageType.NOTE	Note	Remarque	Observação	Nota	Catatan	Примечание	备注
category.note	Audio Note	Note audio	Nota de áudio	Nota de audio	Catatan Audio	Аудиозаметка	音频笔记
category.general	General Note	Note générale	Nota geral	Nota general	Catatan Umum	Общее примечание	通用笔记
category.notes	audio note(s)	note(s) audio	nota(s) de áudio	nota(s) de audio	catatan audio	аудиозаметка(и)	音频笔记(s)
passageDetailArtifacts.notes	Notes	Notes	Notas	Notas	Catatan	Примечания	注释
cards.notesLabel	Introductory Notes Title	Notes d'introduction Titre	Notas introdutórias Título	Notas introductorias Título	Judul Catatan Pengantar	Вводные заметки Название	介绍性说明 标题
selectArtifactCategory.newArtifactCategory	New Category	Nouvelle catégorie	Nova Categoria	Nueva categoría	Kategori Baru	Новая Категория	新范畴
vProject.newTag	New Tag	Nouvelle étiquette	Nova etiqueta	Nueva etiqueta	Markah Baru	Новый тег	新标签
faithbridge.newChat	New Chat	Nouvelle discussion	Novo Chat	Nuevo chat	Obrolan Baru	Новый чат	新聊天
peer.newPeerGroup	New Peer Group	Nouveau groupe de pairs	Novo Grupo de Colegas	Nuevo grupo paritario	Kelompok Rekan Baru	Новая группа пользователей	新管理员组
picker.newName	New Language Name	Nouveau nom de langue	Novo nome do idioma	Nuevo nombre de idioma	Nama Bahasa Baru	Новое название языка	新语言名称
cards.newProject	New Audio Project	Nouveau projet audio	Novo Projeto de Áudio	Nuevo proyecto de audio	Proyek Audio Baru	Новый аудио проект	音频方案
selectArtifactType.newArtifactType	New Artifact Type	Nouveau type d'artefact	Novo Tipo de Artefato	Nuevo tipo de artefacto	Jenis Sumber Baru	Новый тип дополнительного материала	新学习工具类型
artifactCategory.chapter	Chapter Number	Numéro de chapitre	Número do Capítulo	Número de capítulo	Nomor Pasal	Номер главы	章节编号
category.chapternumber	Chapter Number	Numéro de chapitre	Número do capítulo	Número de capítulo	Nomor Pasal	Номер главы	章号
passageType.CHNUM	Chapter number	Numéro de chapitre	Número do capítulo	Número de capítulo	Nomor pasal	Номер главы	章节编号
template.chapter	Chapter number	Numéro de chapitre	Número do capítulo	Número de capítulo	Nomor pasal	Номер главы	章节编号
template.beginning	Starting verse number	Numéro du verset de départ	Número do versículo inicial	Número de versículo inicial	Nomor ayat pertama	Начальный номер стиха	先节的号
template.end	Ending verse number	Numéro du verset de fin	Número do versículo final	Número del versículo final	Nomor ayat terakhir	Номер последнего стиха	最后节的号
discussionCard.or	or	ou	ou	o	atau	или	或者
hotKey.or	or	ou	ou	o	atau	или	或者
shared.observer	Observer	Observateur	Observador	Observador	Pengamat	Наблюдатель	观察员
keyTerms.hide	Hide	Cacher	Esconder	Ocultar	Sembunyikan	Скрыть	隐藏
stepEditor.hide	Hide	Cacher	Ocultar	Ocultar	Sembunyikan	Скрыть	隐藏
scriptureTableFilter.hidePublishing	Hide Publishing Rows	Masquer les rangées de publication	Ocultar linhas de publicação	Ocultar filas de publicación	Sembunyikan Baris Penerbitan	Скрыть строки публикации	隐藏发布行
scriptureTableFilter.hideDone	Hide Done rows	"Masquez les étapes ""Terminé""."	Ocultar etapas 'Concluídas'.	Ocultar filas hechas	Sembunyikan baris yang selesai	Скрыть шаги «Готово».	隐藏完成行
planSheet.hidePublishing	Hide Publishing Information	Masquer les informations de publication	Ocultar informação de publicação	Ocultar información de publicación	Sembunyikan Informasi Penerbitan	Скрыть информацию о публикации	隐藏出版信息
